160.730, 54.410, 2.454, 19.724 False
160.668, 54.355, 2.469, 19.757 False
160.607, 54.299, 2.454, 19.790 False
160.545, 54.244, 2.469, 19.823 False
160.485, 54.186, 2.454, 19.856 False
160.425, 54.130, 2.469, 19.889 False
160.366, 54.071, 2.454, 19.922 False
160.306, 54.014, 2.469, 19.955 False
160.249, 53.954, 2.454, 19.988 False
160.190, 53.896, 2.469, 20.021 False
160.134, 53.835, 2.454, 20.054 False
160.076, 53.775, 2.469, 20.087 False
160.020, 53.714, 2.455, 20.120 False
159.964, 53.653, 2.469, 20.153 False
159.909, 53.591, 2.455, 20.186 False
159.854, 53.529, 2.470, 20.219 False
159.801, 53.466, 2.455, 20.252 False
159.746, 53.404, 2.470, 20.285 False
159.694, 53.339, 2.456, 20.318 False
159.641, 53.276, 2.470, 20.351 False
159.590, 53.211, 2.456, 20.384 False
159.537, 53.146, 2.471, 20.417 False
159.487, 53.081, 2.457, 20.450 False
159.436, 53.015, 2.471, 20.483 False
159.387, 52.949, 2.457, 20.516 False
159.337, 52.882, 2.471, 20.549 False
159.289, 52.815, 2.457, 20.582 False
159.240, 52.748, 2.471, 20.615 False
159.193, 52.680, 2.458, 20.648 False
159.146, 52.612, 2.472, 20.681 False
159.100, 52.543, 2.458, 20.714 False
159.053, 52.475, 2.472, 20.747 False
159.009, 52.405, 2.458, 20.780 False
158.963, 52.336, 2.472, 20.813 False
158.919, 52.265, 2.459, 20.846 False
158.875, 52.195, 2.472, 20.879 False
158.833, 52.124, 2.459, 20.912 False
158.789, 52.054, 2.473, 20.945 False
158.748, 51.982, 2.459, 20.978 False
158.706, 51.910, 2.473, 21.011 False
158.666, 51.838, 2.460, 21.044 False
158.624, 51.766, 2.473, 21.077 False
158.585, 51.693, 2.460, 21.110 False
158.545, 51.621, 2.473, 21.143 False
158.507, 51.547, 2.460, 21.176 False
158.468, 51.474, 2.474, 21.209 False
158.432, 51.400, 2.461, 21.242 False
158.394, 51.326, 2.474, 21.275 False
158.358, 51.251, 2.461, 21.308 False
158.321, 51.177, 2.474, 21.341 False
158.287, 51.102, 2.461, 21.374 False
158.251, 51.027, 2.474, 21.407 False
158.218, 50.951, 2.462, 21.440 False
158.183, 50.876, 2.474, 21.473 False
158.151, 50.800, 2.462, 21.506 False
158.117, 50.724, 2.475, 21.539 False
158.086, 50.647, 2.462, 21.572 False
158.054, 50.571, 2.475, 21.605 False
158.024, 50.494, 2.463, 21.638 False
157.993, 50.417, 2.475, 21.671 False
157.963, 50.340, 2.463, 21.704 False
157.933, 50.262, 2.475, 21.737 False
157.905, 50.184, 2.463, 21.770 False
157.876, 50.107, 2.475, 21.803 False
157.849, 50.029, 2.463, 21.836 False
157.821, 49.950, 2.476, 21.869 False
157.796, 49.872, 2.464, 21.902 False
157.769, 49.793, 2.476, 21.935 False
